,MetabolicFlux
FE2tpp,0.0
FE3DCITabcpp,0.0
FE3DCITtonex,0.0
FE3DHBZR,0.0
FE3DHBZSabcpp,0.0
FE3DHBZStonex,0.0
FE3HOXR1,0.0
FE3HOXR2,0.0
FE3HOXR3,0.0
FE3HOXUtex,0.0
FE3HOXUtpp,0.0
FE3HOXabcpp,0.0
FE3HOXexs,0.0
FE3HOXtonex,0.0
FE3Ri,0.0
FE3abcpp,0.0
FE3tex,0.0
FECRMR1,0.0
FECRMR2,0.0
FECRMR3,0.0
FECRMUtex,0.0
FECRMUtpp,0.0
FECRMabcpp,0.0
FECRMexs,0.0
FECRMtonex,0.0
FEENTERR1,0.0
FEENTERR2,0.0
FEENTERR3,0.0
FEENTERabcpp,0.0
FEENTERexs,0.0
FEENTERtex,0.0
FEENTERtonex,0.0
FEENTERtpp,0.0
FEOXAMR1,0.0
FEOXAMR2,0.0
FEOXAMR3,0.0
FEOXAMUtex,0.0
FEOXAMUtpp,0.0
FEOXAMabcpp,0.0
FEOXAMexs,0.0
FEOXAMtonex,0.0
FEROpp,0.0
FFSD,0.0
FHL,0.0
FLDR21,0.0
FLDR22,0.0
FLVR,0.0
FLVRx,0.0
FMNAT,2.5026665365242786e-06
FMNRx,2.164787375581762e-07
FMNRx2,0.0
FOMETRi,0.0
FORCT,0.0
FORt2pp,0.0
FORtex,-4.432168202846322
FORtppi,4.432168202846322
FRD2,0.0
FRD3,0.0
FRUK,0.0
FRULYSDG,0.0
FRULYSE,0.0
FRULYSK,0.0
FRULYSt2pp,0.0
FRULYStex,0.0
FRUURt2rpp,0.0
FRUURtex,0.0
FRUpts2pp,0.0
FRUptspp,0.0
FRUtex,0.0
FTHFD,0.0
FTHFLi,0.0
FUCtex,0.0
FUCtpp,0.0
FUM,0.08299030365128672
FUMt2_2pp,0.0
FUMt2_3pp,0.0
FUMtex,0.0
FUSAtex,0.0
FUSAtpp,0.0
Fe_transfer_CyaY_mod_1:fe2_to_IscU,0.0
Fe_transfer_CyaY_mod_1:fe2_to_IscU_mod_1:2Fe2S,8.647906574108312e-07
Fe_transfer_CyaY_mod_1:fe2_to_IscU_mod_1:2Fe2S_mod_1:fe2,8.647902878423322e-07
Fe_transfer_CyaY_mod_1:fe2_to_IscU_mod_1:fe2,0.0
G1PACT,0.0094476
G1PPpp,0.0
G1PTT,0.0
G1Ptex,0.0
G1SAT,7.907323190263586e-07
G2PP,0.0
G2PPpp,0.0
G3PAT1201,0.0003597905223202961
G3PAT1401,0.0
G3PAT1411,0.0
G3PAT1601,0.006381400000000001
G3PAT1611,0.0075214
G3PAT1801,0.0
G3PAT1811,0.0
G3PCabcpp,0.0
G3PCtex,0.0
G3PD2,-0.014622381044640594
G3PD5,0.0
G3PD6,0.0
G3PD7,0.0
G3PEabcpp,0.0
G3PEtex,0.0
G3PGabcpp,0.0
G3PGtex,0.0
G3PIabcpp,0.0
G3PItex,0.0
G3PSabcpp,0.0
G3PStex,0.0
G3PT,0.0
G5SADs,0.022820977452707596
G5SD,0.022820977452707596
G6PDA,0.0
G6PDH2r,0.0
G6PP,0.0
G6Pt6_2pp,0.0
G6Ptex,0.0
GAL1PPpp,0.0
GAL1Ptex,0.0
GALBDtex,0.0
GALCTD,0.0
GALCTLO,0.0
GALCTND,0.0
GALCTNLt2pp,0.0
GALCTNLtex,0.0
GALCTNt2pp,0.0
GALCTNtex,0.0
GALCTt2rpp,0.0
GALCTtex,0.0
GALKr,0.0
GALM2pp,0.0
GALS3,0.0
GALT1,0.0
GALTptspp,0.0
GALTtex,0.0
GALURt2rpp,0.0
GALURtex,0.0
GALUi,0.0
GALabcpp,0.0
GALt2pp,0.0
GALtex,0.0
GAM6Pt6_2pp,0.0
GAMAN6Ptex,0.0
GAMptspp,0.0
GAMtex,0.0
GAPD,5.386044942084283
GARFT,0.003913083477311419
GART,0.02055703580706054
GBBTNtex,0.0
GCALDD,6.69e-05
GDMANE,0.0
GDPDPK,0.0
GDPMNH,0.0
GDPMNP,0.0
GDPTPDP,0.0
GDPtex,0.0
GF6PTA,0.0094476
GGGABADr,0.0
GGGABAH,0.0
GGPTRCO,0.0
GGPTRCS,0.0
GHBDHx,0.0
GHMT2r,0.06896755477597559
GK1,0.02650016176862637
GLBRAN2,0.0
GLCATr,0.0
GLCDpp,0.0
GLCNt2rpp,0.0
GLCNtex,0.0
GLCP,0.0
GLCP2,0.0
GLCRAL,0.0
GLCRD,0.0
GLCRt2rpp,0.0
GLCRtex,0.0
GLCS1,0.014185219494685479
GLCTR1,0.0
GLCTR2,0.0
GLCTR3,0.0
GLCUR1Ptex,0.0
GLCURt2rpp,0.0
GLCURtex,0.0
GLCabcpp,0.0
GLCptspp,2.8179797336389343
GLCt2pp,0.0
GLCtex,2.8179797336389343
GLCtexi,0.0
GLDBRAN2,0.0
GLGC,0.014185219494685479
GLNS,0.16168117017973083
GLNabcpp,0.0
GLNtex,0.0
GLTPD,0.0
GLU5K,0.022820977452707596
GLUABUTt7pp,0.0
GLUCYS,0.0
GLUDC,0.0
GLUDy,-0.9004853031010779
GLUN,0.0
GLUNpp,0.0
GLUPRT,0.02447011928437196
GLUR,-0.0027788
GLUSy,0.0
GLUTRR,7.907323190263586e-07
GLUabcpp,0.0
GLUt2rpp,0.0
GLUt4pp,0.0
GLUtex,0.0
GLXCL,0.0
GLYALDtex,0.0
GLYALDtpp,0.0
GLYAT,0.0
GLYBabcpp,0.0
GLYBt2pp,0.0
GLYBtex,0.0
GLYC2Pabcpp,0.0
GLYC2Ptex,0.0
GLYC3Pabcpp,0.0
GLYC3Pt6pp,0.0
GLYC3Ptex,0.0
GLYCAt2rpp,0.0
GLYCAtex,0.0
GLYCDx,0.0
GLYCK,0.0
GLYCK2,0.0
GLYCL,0.0
GLYCLTDx,0.0
GLYCLTDy,0.0
GLYCLTt2rpp,0.0
GLYCLTt4pp,0.0
GLYCLTtex,0.0
GLYCTO2,6.69e-05
GLYCTO3,0.0
GLYCTO4,0.0
GLYCtex,0.0
GLYCtpp,0.0
GLYK,0.0
GLYOX,0.0
GLYOX3,0.0
GLYt2pp,0.0
GLYt2rpp,0.0
GLYt4pp,0.0
GLYtex,0.0
GMAND,0.0
GMHEPAT,0.0
GMHEPK,0.0
GMHEPPA,0.0
GMPR,0.0
GMPS2,0.012551587832321357
GMPtex,0.0
GND,0.0
GNK,0.0
GOFUCR,0.0
GP4GH,0.0
GPDDA1,0.0
GPDDA1pp,0.0
GPDDA2,0.0
GPDDA2pp,0.0
GPDDA3,0.0
GPDDA3pp,0.0
GPDDA4,0.0
GPDDA4pp,0.0
GPDDA5,0.0
GPDDA5pp,0.0
GRTT,2.782238310228943e-05
GRXR1,0.0
GRXR2,0.0
GRXR3,4.390523380396821e-06
GRXR4,0.0
GSNK,0.0
GSNt2pp,0.0
GSNtex,0.0
GSPMDA,0.0
GSPMDS,0.0
GTHOXtex,0.0
GTHOr,4.390523380396821e-06
GTHPi,0.0
GTHRDHpp,0.0
GTHRDabc2pp,0.0
GTHRDabcpp,0.0
GTHRDtex,0.0
GTHS,0.0
GTPCI,7.206402411444826e-05
GTPCII2,2.5097543734900065e-05
GTPDPDP,0.0
GTPDPK,0.0
GTPHs,0.0
GTPtex,0.0
GUACYC,0.0
GUAD,0.0
GUAPRT,5.16402411444826e-06
GUAt2pp,0.0
GUAtex,0.0
GUAtpp,0.0
GUI1,0.0
GUI2,0.0
GUR1PPpp,0.0
H2O2tex,0.0
H2Otex,-2.725489189470341
H2Otpp,-2.725489189470341
H2SO,0.0
H2St1pp,0.0
H2Stex,0.0
H2tex,0.0
H2tpp,0.0
HACD1,0.036664993731572434
HACD2,0.036664993731572434
HACD3,0.036664993731572434
HACD4,0.036664993731572434
HACD5,0.036664993731572434
HACD6,0.02816540240505534
HACD7,0.02816540240505534
HACD8,0.0
HADPCOADH3,0.0
HBZOPT,2.23e-05
HCINNMt2rpp,0.0
HCINNMtex,0.0
HCO3E,0.03225865637674902
HCYSMT,0.0
HCYSMT2,0.0
HDCAtexi,0.0
HDCEAtexi,0.0
HEMEOS,2.238310228942817e-08
HEPK1,0.0
HEPK2,0.0
HEPT1,0.0
HEPT2,0.0
HEPT3,0.0
HEPT4,0.0
HETZK,0.0
HEX1,0.0
HEX4,0.0
HEX7,0.0
HEXt2rpp,0.0
HG2abcpp,0.0
HG2t3pp,0.0
HG2tex,0.0
HISTD,0.013389065421424057
HISTP,0.013389065421424057
HISabcpp,0.0
HISt2rpp,0.0
HIStex,0.0
HKNDDH,0.0
HKNTDH,0.0
HMBS,9.884153987829483e-08
HMPK1,0.0
HOMt2pp,0.0
HOMtex,0.0
HOPNTAL,0.0
HPPK2,6.69e-05
HPPPNDO,0.0
HPPPNt2rpp,0.0
HPPPNtex,0.0
HPYRI,0.0
HPYRRx,0.0
HPYRRy,0.0
HSDy,-0.08740328581967235
HSK,0.06768413244070175
HSST,0.019719153378970615
HSTPT,0.013389065421424057
HXAND,0.012551587832321357
HXAtex,0.0
HXCT,0.0
HXPRT,0.0
HYD1pp,0.0
HYD2pp,0.0
HYD3pp,0.0
HYPOE,0.0
HYXNtex,0.0
HYXNtpp,0.0
Htex,-9.31818254279505
I4FE4SR1,8.647891791377827e-07
ICDHyr,0.12223438691123906
ICHORS,0.0
ICHORSi,0.0
ICHORT,0.0
ICL,0.0
ICYSDS1,3.074711809985838e-05
IDOND,0.0
IDOND2,0.0
IDONt2rpp,0.0
IDONtex,0.0
IG3PS,0.013389065421424057
IGPDH,0.013389065421424057
IGPS,0.008997725308280592
ILETA,-0.036967438547823174
ILEabcpp,0.0
ILEt2rpp,0.0
ILEtex,0.0
IMPC,-0.03785878172162622
IMPD,0.0
IMPtex,0.0
INDOLEt2pp,0.0
INDOLEt2rpp,0.0
INDOLEtex,0.0
INOSTt4pp,0.0
INSH,0.0
INSK,0.0
INSTtex,0.0
INSt2pp,0.0
INSt2rpp,0.0
INStex,0.0
IPDDI,0.0
IPDPS,0.00021114476620457887
IPMD,0.06351795225379896
IPPMIa,-0.06351795225379896
IPPMIb,-0.06351795225379896
IPPS,0.06351795225379896
ISETACabcpp,0.0
ISETACtex,0.0
IscU_Fe_loading,8.647921396615004e-07
IscU_mod_1:fe2_Fe_loading,8.647917700923678e-07
K2L4Aabcpp,0.001945
K2L4Aabctex,0.001945
KARA1,-0.10908064998045865
KARA2,0.036967438547823174
KAS141,0.0
KAS151,0.0
KDOCT2,0.00389
KDOPP,0.00389
KDOPS,0.00389
KG6PDC,0.0
Kabcpp,0.0
Kt2pp,6.330640287525715e-07
Kt3pp,0.0
Ktex,6.330640287525715e-07
LA4NTpp,0.0
LACZ,0.0
LACZpp,0.0
LADGMDH,0.0
LALADGLUtex,0.0
LALADGLUtpp,0.0
LALALGLUtex,0.0
LALALGLUtpp,0.0
LALDO2x,0.0
LALDO3,0.0
LALGP,0.0
LCADi,0.0
LCARR,0.0
LCARS,0.0
LCTSt3ipp,0.0
LCTStex,0.0
LCTStpp,0.0
LDH_D,0.0
LDH_D2,0.0
LEUTAi,0.06351795225379896
LEUabcpp,0.0
LEUt2rpp,0.0
LEUtex,0.0
LGTHL,0.0
LIPACabcpp,0.0
LIPAHT2ex,0.0
LIPAHTex,0.0
LIPATPT,0.0
LIPAabcpp,0.0
LIPAabctex,0.0
LIPOt2pp,0.0
LIPOtex,0.0
LPADSS,0.001945
LPLIPAL1A120pp,0.0
LPLIPAL1A140pp,0.0
LPLIPAL1A141pp,0.0
LPLIPAL1A160pp,0.0
LPLIPAL1A161pp,0.0
LPLIPAL1A180pp,0.0
LPLIPAL1A181pp,0.0
LPLIPAL1E120pp,0.0
LPLIPAL1E140pp,0.0
LPLIPAL1E141pp,0.0
LPLIPAL1E160pp,0.0
LPLIPAL1E161pp,0.0
LPLIPAL1E180pp,0.0
LPLIPAL1E181pp,0.0
LPLIPAL1G120pp,0.0
LPLIPAL1G140pp,0.0
LPLIPAL1G141pp,0.0
LPLIPAL1G160pp,0.0
LPLIPAL1G161pp,0.0
LPLIPAL1G180pp,0.0
LPLIPAL1G181pp,0.0
LPLIPAL2A120,0.0
LPLIPAL2A140,0.0
LPLIPAL2A141,0.0
LPLIPAL2A160,0.0
LPLIPAL2A161,0.0
LPLIPAL2A180,0.0
LPLIPAL2A181,0.0
LPLIPAL2ATE120,0.0
LPLIPAL2ATE140,0.0
LPLIPAL2ATE141,0.0
LPLIPAL2ATE160,0.0
LPLIPAL2ATE161,0.0
LPLIPAL2ATE180,0.0
LPLIPAL2ATE181,0.0
LPLIPAL2ATG120,0.0
LPLIPAL2ATG140,0.0
LPLIPAL2ATG141,0.0
LPLIPAL2ATG160,0.0
LPLIPAL2ATG161,0.0
LPLIPAL2ATG180,0.0
LPLIPAL2ATG181,0.0
LPLIPAL2E120,0.0
LPLIPAL2E140,0.0
LPLIPAL2E141,0.0
LPLIPAL2E160,0.0
LPLIPAL2E161,0.0
LPLIPAL2E180,0.0
LPLIPAL2E181,0.0
LPLIPAL2G120,0.0
LPLIPAL2G140,0.0
LPLIPAL2G141,0.0
LPLIPAL2G160,0.0
LPLIPAL2G161,0.0
LPLIPAL2G180,0.0
LPLIPAL2G181,0.0
LSERDHr,0.0
LYSDC,0.0
LYSabcpp,0.0
LYSt2pp,1.4430803707984356e-53
LYSt3pp,0.0
LYStex,0.0
LYXI,0.0
LYXt2pp,0.0
LYXtex,0.0
L__LACD2,0.0
L__LACD3,0.0
L__LACt2rpp,0.0
L__LACtex,0.0
M1PD,0.0
MACPD1,0.0
MALCOAMT,7.842965444807785e-09
MALDDH,0.0
MALDt2_2pp,0.0
MALDtex,0.0
MALS,7.071246473682394e-05
MALTATr,0.0
MALTHXabcpp,0.0
MALTHXtexi,0.0
MALTPTabcpp,0.0
MALTPTtexi,0.0
MALTTRabcpp,0.0
MALTTRtexi,0.0
MALTTTRabcpp,0.0
MALTTTRtexi,0.0
MALTabcpp,0.0
MALTptspp,0.0
MALTtexi,0.0
MALt2_2pp,0.0
MALt2_3pp,0.0
MALt3pp,0.0
MALtex,0.0
MAN1PT2,0.0
MAN6PI,0.0
MAN6Pt6_2pp,0.0
MAN6Ptex,0.0
MANAO,0.0
MANGLYCptspp,0.0
MANGLYCtex,0.0
MANPGH,0.0
MANptspp,0.0
MANtex,0.0
MCITD,0.0
MCITL2,0.0
MCITS,0.0
MCOATA1,0.007780025660287421
MCPST,0.0
MCTP1App,0.0013894
MCTP1Bpp,0.0
MCTP2App,0.0
MDDCP1pp,0.0
MDDCP2pp,0.0
MDDCP3pp,0.0
MDDCP4pp,0.0
MDDCP5pp,0.0
MDDEP1pp,0.0
MDDEP2pp,0.0
MDDEP3pp,0.0
MDDEP4pp,0.0
MDH,-0.6568222175163372
MDH2,0.0
MDH3,0.0
ME1,0.0
ME2,0.0
MECDPDH51,0.0
MECDPDH52,0.00024335767456355717
MECDPS,0.00024335767456355717
MELIBt2pp,0.0
MELIBt3ipp,0.0
MELIBtex,0.0
MEOHtex,-7.842938631302278e-09
MEOHtrpp,-7.842938631302278e-09
MEPCT,0.00024335767456355717
METAT,0.0002356847568267383
METDabcpp,0.0
METDtex,0.0
METOX1s,0.0
METOX2s,0.739884073696349
METS,0.01993398004396684
METSOX1abcpp,0.0
METSOX1tex,0.0
METSOX2abcpp,0.0
METSOX2tex,0.0
METSOXR11,0.0
METSOXR12,0.0
METSOXR21,0.739884073696349
METSOXR22,0.0
METabcpp,0.0
METtex,0.0
MG2t3_2pp,0.0007595801539033942
MG2tex,0.0007595801539033942
MG2tpp,0.0
MG2uabcpp,0.0
MGSA,0.0
MI1PP,0.0
MICITDr,0.0
MINCYCtex,0.0
MINCYCtpp,0.0
MINOHPtexi,0.0
MLDCP1App,0.0
MLDCP1Bpp,0.0
MLDCP2App,0.0
MLDCP2Bpp,0.0
MLDCP3App,0.0
MLDEP1pp,0.0
MLDEP2pp,0.0
MLTG1,0.0
MLTG2,0.0
MLTG3,0.0
MLTG4,0.0
MLTG5,0.0
MLTGY1pp,0.0
MLTGY2pp,0.0
MLTGY3pp,0.0
MLTGY4pp,0.0
MLTP1,0.0
MLTP2,0.0
MLTP3,0.0
MMCD,0.0
MMETt2pp,0.0
MMETtex,0.0
MMM,0.0
MN2t3pp,0.0
MN2tpp,0.0
MN6PP,0.0
MNLptspp,0.0
MNLtex,0.0
MNNH,0.0
MNt2pp,7.968457672870656e-07
MNtex,7.968457672870656e-07
MOADSUx1,0.0
MOAT,0.001945
MOAT2,0.001945
MOAT3C,0.0
MOBDabcpp,0.0
MOBDtex,0.0
MOCDS,0.0
MOCOS,0.0
MOGDS,0.0
MOHMT,5.7644329278970314e-05
MOX,0.7398832336323606
MPTAT,0.0
MPTG,0.0013894
MPTG2,0.0
MPTS1,0.0
MPTSS1,0.0
MSAR,0.0
MSO3abcpp,0.0
MSO3tex,0.0
MTAN,8.802006920390565e-06
MTHFC,0.04421379872498189
MTHFD,0.04421761118971872
MTHFR2,0.01993398004396684
MTHTHFSs,0.00021482666499622762
MTRPOX,0.0
N2Otex,0.0
N2Otpp,0.0
NACODA,0.0
NACtex,0.0
NACtpp,0.0
NADDP,0.0
NADH10,0.0
NADH16pp,0.0
NADH17pp,0.0
NADH18pp,0.0
NADH5,2.3895928716364248
NADH9,0.0
NADK,4.470013352605492e-05
NADN,0.0
NADPHQR2,0.0
NADPHQR3,0.0
NADPHQR4,0.0
NADPPPS,0.0
NADS1,0.00022829412742166432
NADTRHD,0.0
NAMNPP,0.0
NAt3_1p5pp,0.0
NAt3_2pp,0.0
NAt3pp,0.0
NAtex,0.0
NDPK1,1.3076170297162488
NDPK2,0.051540097811943936
NDPK3,0.03409823399249557
NDPK4,0.0047360192130110595
NDPK5,0.0
NDPK6,0.0
NDPK7,0.0
NDPK8,0.0
NH4tex,1.066381265902059
NH4tpp,1.066381265902059
NHFRBO,0.0
NI2abcpp,0.0
NI2t3pp,0.0
NI2tex,0.0
NI2tpp,0.0
NI2uabcpp,0.0
NMNAT,0.0
NMNDA,0.0
NMNN,0.0
NMNPtpp,0.0
NMNt7pp,0.0
NMNtex,0.0
NNAM,0.0
NNATr,0.00022829412742166432
NNDMBRT,0.0
NNDPR,0.00022829412742166432
NO2t2rpp,0.0
NO2tex,0.0
NO3R1bpp,0.0
NO3R1pp,0.0
NO3R2bpp,0.0
NO3R2pp,0.0
NO3t7pp,0.0
NO3tex,0.0
NODOx,0.0
NODOy,0.0
NOVBCNtex,0.0
NOVBCNtpp,0.0
NOtex,0.0
NOtpp,0.0
NTD1,0.0
NTD10,0.0
NTD10pp,0.0
NTD11,0.012551587832321357
NTD11pp,0.0
NTD12,0.0
NTD12pp,0.0
NTD1pp,0.0
NTD2,2.08286549862707e-06
NTD2pp,0.0
NTD3,0.0
NTD3pp,0.0
NTD4,0.0
NTD4pp,0.0
NTD5,0.0
NTD5pp,0.0
NTD6,0.0
NTD6pp,0.0
NTD7,0.0
NTD7pp,0.0
NTD8,0.0
NTD8pp,0.0
NTD9,0.0
NTD9pp,0.0
NTP1,0.0
NTP10,0.0
NTP11,0.0
NTP12,0.0
NTP3,0.0
NTP3pp,0.0
NTP5,0.0
NTPP1,0.0
NTPP10,0.0
NTPP11,0.0
NTPP2,0.0
NTPP3,0.0
NTPP4,0.0
NTPP5,0.0
NTPP6,0.0
NTPP7,0.0
NTPP8,0.0
NTPP9,0.0
NTPTP1,0.0
NTPTP2,0.0
NTRIR2x,0.0
NTRIR3pp,0.0
NTRIR4pp,0.0
O16A4COLIPAabctex,0.0
O16A4Lpp,0.0
O16AP1pp,0.0
O16AP2pp,0.0
O16AP3pp,0.0
O16AT,0.0
O16AUNDtpp,0.0
O16GALFT,0.0
O16GLCT1,0.0
O16GLCT2,0.0
O2Stex,0.0
O2tex,1.9485828592409815
O2tpp,1.9485828592409815
OAADC,0.0
OBTFL,0.0
OCBT,0.03321339346177969
OCDCAtexi,0.0
OCDCEAtexi,0.0
OCTAtex,0.0
OCTDPS,2.23e-05
OGMEACPD1,7.842958741422814e-09
OGMEACPR1,7.842962093114582e-09
OGMEACPS1,7.842965444807785e-09
OHPBAT,8.400639883517166e-07
OHPHM,0.0
OMBZLM,0.0
OMCDC,0.06351795225379896
OMMBLHX,0.0
OMMBLHX3,0.0
OMPDC,0.027486981494395706
OMPHHX,0.0
OMPHHX3,0.0
OP4ENH,0.0
OPHBDC,2.23e-05
OPHHX,2.23e-05
OPHHX3,0.0
OPMEACPD1,7.84294533467006e-09
OPMEACPR1,7.8429486863561e-09
OPMEACPS1,7.842952038043572e-09
ORNDC,0.0
ORNabcpp,0.0
ORNtex,0.0
OROTt2_2pp,0.0
OROTtex,0.0
ORPT,-0.027486981494395706
OXAMTC,0.0
OXCDC,0.0
OXCOAHDH,0.0
OXDHCOAT,0.0
P5CD,0.0
P5CR,0.022820977452707596
PA120abcpp,0.0
PA140abcpp,0.0
PA141abcpp,0.0
PA160abcpp,0.0
PA161abcpp,0.0
PA180abcpp,0.0
PA181abcpp,0.0
PACALDt2rpp,0.0
PACALDtex,0.0
PACCOAE,0.0
PACCOAL,0.0
PANTS,5.7644329278970314e-05
PAPA120,0.0
PAPA120pp,0.0
PAPA140,0.0
PAPA140pp,0.0
PAPA141,0.0
PAPA141pp,0.0
PAPA160,0.0
PAPA160pp,0.0
PAPA161,0.0
PAPA161pp,0.0
PAPA180,0.0
PAPA180pp,0.0
PAPA181,0.0
PAPA181pp,0.0
PAPPT3,0.0027788
PAPSR1,0.02582129604381267
PAPSR2,0.0
PAPSR21,0.0
PAPSR22,0.0
PAPSR23,0.0
PAPSR24,0.0
PDE1,0.0
PDE4,0.0
PDH,0.0
PDX5PO2,0.0
PDX5POi,8.400639883517166e-07
PDX5PS1,8.400639883517166e-07
PDX5PS2,8.400639883517166e-07
PDXPP,0.0
PE120abcpp,0.0
PE140abcpp,0.0
PE141abcpp,0.0
PE160abcpp,0.004954390522320297
PE161abcpp,0.002106
PE180abcpp,0.0
PE181abcpp,0.0
PEAMNOpp,0.0
PEAMNtex,0.0
PERD,8.400639883517166e-07
PETNT161pp,0.0
PETNT181pp,0.0
PFK,2.725431347910273
PFK_2,0.0
PFK_3,0.0
PFL,4.45015744250368
PG120abcpp,0.0003597905223202961
PG140abcpp,0.0
PG141abcpp,0.0
PG160abcpp,0.0
PG161abcpp,0.0
PG180abcpp,0.0
PG181abcpp,0.0
PGAMT,-0.0094476
PGCD,0.14933654369692678
PGI,2.803794514144249
PGK,-5.386044942084283
PGL,0.0
PGLYCP,0.0
PGM,-5.236708398387356
PGMT,-0.014185219494685479
PGP120abcpp,0.0
PGP140abcpp,0.0
PGP141abcpp,0.0
PGP160abcpp,0.0
PGP161abcpp,0.0
PGP180abcpp,0.0
PGP181abcpp,0.0
PGPP120,0.0003597905223202961
PGPP120pp,0.0
PGPP140,0.0
PGPP140pp,0.0
PGPP141,0.0
PGPP141pp,0.0
PGPP160,0.0
PGPP160pp,0.0
PGPP161,0.0
PGPP161pp,0.0
PGPP180,0.0
PGPP180pp,0.0
PGPP181,0.0
PGPP181pp,0.0
PGSA120,0.0003597905223202961
PGSA140,0.0
PGSA141,0.0
PGSA160,0.0
PGSA161,0.0
PGSA180,0.0
PGSA181,0.0
PHEMEabcpp,0.0
PHEMEtiex,0.0
PHETA1,-0.022731601491671888
PHEt2rpp,0.0
PHEtex,0.0
PHYTSpp,0.0
PIt2rpp,0.07006990874862225
PItex,0.07006990874862225
PIuabcpp,0.0
PLIPA1A120pp,0.0
PLIPA1A140pp,0.0
PLIPA1A141pp,0.0
PLIPA1A160pp,0.0
PLIPA1A161pp,0.0
PLIPA1A180pp,0.0
PLIPA1A181pp,0.0
PLIPA1E120pp,0.0
PLIPA1E140pp,0.0
PLIPA1E141pp,0.0
PLIPA1E160pp,0.0
PLIPA1E161pp,0.0
PLIPA1E180pp,0.0
PLIPA1E181pp,0.0
PLIPA1G120pp,0.0
PLIPA1G140pp,0.0
PLIPA1G141pp,0.0
PLIPA1G160pp,0.0
PLIPA1G161pp,0.0
PLIPA1G180pp,0.0
PLIPA1G181pp,0.0
PLIPA2A120pp,0.0
PLIPA2A140pp,0.0
PLIPA2A141pp,0.0
PLIPA2A160pp,0.0
PLIPA2A161pp,0.0
PLIPA2A180pp,0.0
PLIPA2A181pp,0.0
PLIPA2E120pp,0.0
PLIPA2E140pp,0.0
PLIPA2E141pp,0.0
PLIPA2E160pp,0.0
PLIPA2E161pp,0.0
PLIPA2E180pp,0.0
PLIPA2E181pp,0.0
PLIPA2G120pp,0.0
PLIPA2G140pp,0.0
PLIPA2G141pp,0.0
PLIPA2G160pp,0.0
PLIPA2G161pp,0.0
PLIPA2G180pp,0.0
PLIPA2G181pp,0.0
PMANM,0.0
PMDPHT,2.5097543734900065e-05
PMEACPE1,7.842938631302278e-09
PMPK,4.0298416979670273e-07
PNTK,5.7644329278970314e-05
PNTOt4pp,0.0
PNTOtex,0.0
POAACR,0.0
POR51,1.0414323042569948e-06
POR52,0.01948934741075117
POX,0.0
PPA,1.0044920319225648
PPA2,0.0
PPAKr,0.0
PPALtex,0.0
PPALtpp,0.0
PPAt4pp,0.0
PPAtex,0.0
PPBNGS,3.953661595131793e-07
PPC,0.33104870730793023
PPCDC,5.7644329278970314e-05
PPCK,0.0
PPCSCT,0.0
PPGPPDP,0.0
PPK2r,-5.16402411444826e-06
PPKr,0.0
PPM,0.0
PPM2,0.0
PPNCL2,5.7644329278970314e-05
PPND,0.01742505424624408
PPNDH,0.02272586035359214
PPPGO,4.476620457885634e-08
PPPGO3,0.0
PPPNDO,0.0
PPPNt2rpp,0.0
PPPNtex,0.0
PPS,0.0
PPTHpp,0.0
PPTtex,0.0
PRAGSr,0.02447011928437196
PRAIS,0.02447011928437196
PRAIi,0.008997725308280592
PRAMPC,0.013389065421424057
PRASCSi,0.024469716300202164
PRATPP,0.013389065421424057
PRFGS,0.02447011928437196
PRMICI,0.013389065421424057
PROD2,0.0
PROGLYabcpp,0.0
PROGLYtex,0.0
PROabcpp,0.0
PROt2rpp,0.0
PROt4pp,0.0
PROtex,0.0
PRPPS,0.07481094370840126
PSCLYSt2pp,0.0
PSCLYStex,0.0
PSCVT,0.04924358104619656
PSD120,0.0
PSD140,0.0
PSD141,0.0
PSD160,0.006381400000000001
PSD161,0.0075214
PSD180,0.0
PSD181,0.0
PSERT,0.14933654369692678
PSERtex,0.0
PSP_L,0.14933654369692678
PSP_Lpp,0.0
PSSA120,0.0
PSSA140,0.0
PSSA141,0.0
PSSA160,0.006381400000000001
PSSA161,0.0075214
PSSA180,0.0
PSSA181,0.0
PTA2,0.0
PTAr,3.931237190430196
PTHRpp,0.0
PTPATi,5.7644329278970314e-05
PTRCORNt7pp,0.0
PTRCTA,0.0
PTRCabcpp,0.0
PTRCt2pp,0.0
PTRCtex,0.0
PUNP1,-0.0002356769138914587
PUNP2,2.08286549862707e-06
PUNP3,0.0
PUNP4,0.0
PUNP5,0.012551587832321357
PUNP6,0.0
PUNP7,0.0
PYAM5PO,0.0
PYDAMK,0.0
PYDAMtex,0.0
PYDAMtpp,0.0
PYDXK,0.0
PYDXNK,0.0
PYDXNtex,0.0
PYDXNtpp,0.0
PYDXPP,0.0
PYDXtex,0.0
PYDXtpp,0.0
PYK,1.9825239953480984
PYNP2r,2.08286549862707e-06
PYROX,0.0
PYRt2rpp,0.0
PYRtex,0.0
QMO2,0.0
QMO3,0.0
QUIN2tex,0.0
QUIN2tpp,0.0
QUINDH,0.0
QULNS,0.00022829412742166432
R15BPK,0.012317993783928526
R1PK,0.012317993783928526
R5PP,0.0
R5PPpp,0.0
R5Ptex,0.0
RBFK,2.797543734900065e-06
RBFSa,5.019508746980013e-05
RBFSb,2.5097543734900065e-05
RBK,0.0
RBK_L1,0.0
RBP4E,0.0
